,English Version,Label,News,Author,Date,Authenticity
1678,"""The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.""",tech,"""சிடிசி மற்றும் மாவட்ட சுகாதார அதிகாரிகள் தங்கள் தடுப்பூசி அமலாக்க நெறிமுறைகளை மேம்படுத்த 2020 மக்கள் தொகை கணக்கெடுப்பு பதிவுகளை பெற்றுள்ளனர்.""", Bloggers ," stated on September 21, 2021 in a blog post: ",1
1679,Photo shows Rihanna is pregnant,politics,ரிஹானா கர்ப்பமாக இருப்பதை புகைப்படம் காட்டுகிறது, Facebook posts ," stated on September 14, 2021 in a Facebook post: ",1
1680,Says 2010 video clip showing coffins in a field proves “COVID was planned.”,tech,"ஒரு துறையில் சவப்பெட்டிகளைக் காட்டும் 2010 வீடியோ கிளிப் ""COVID திட்டமிடப்பட்டது"" என்பதை நிரூபிக்கிறது.", Facebook posts ," stated on September 9, 2021 in a Facebook post: ",1
1681,"""California Has 1.8M More Registered Voters Than It Should""",politics,"""கலிபோர்னியாவில் இருக்க வேண்டியதை விட 1.8 மில்லியன் அதிகமான பதிவு செய்யப்பட்ட வாக்காளர்கள் உள்ளனர்""", Election Integrity Project California ," stated on June 22, 2021 in a headline: ",1
1682,Says the defense secretary texted all active military personnel saying they needed to get vaccinated by the following morning or “be court martialed.”,politics,"பாதுகாப்புச் செயலர் செயலில் உள்ள அனைத்து ராணுவ வீரர்களுக்கும் மறுநாள் காலையில் தடுப்பூசி போட வேண்டும் அல்லது ""கோர்ட் மார்ஷியல் செய்யப்பட வேண்டும்"" என்று குறுஞ்செய்தி அனுப்பினார்.", Instagram posts ," stated on September 8, 2021 in an Instagram post: ",1
1683,“27 U.S.C. Air Force pilots resign over COVID-19 vaccination mandate.”,miscellaneous,"""கோவிட்-19 தடுப்பூசி ஆணைக்காக 27 அமெரிக்க விமானப்படை விமானிகள் ராஜினாமா செய்தனர்.""", Facebook posts ," stated on September 4, 2021 in Facebook posts: ",1
1684,Photo shows a Chinese restaurant sign that says “F--- DeSantis.”,politics,"புகைப்படம் ""F--- DeSantis"" என்று ஒரு சீன உணவக அடையாளத்தைக் காட்டுகிறது.", Instagram posts ," stated on September 5, 2021 in an Instagram post: ",1
1685,“Military arrests Hunter Biden!”,politics,"""ஹண்டர் பிடனை இராணுவம் கைது செய்கிறது!""", Bloggers ," stated on August 31, 2021 in a blog post: ",1
1686,“Bill Gates calls for the withdrawal of all Covid-19 Vaccines; ‘The vaccines are far more dangerous than anyone imagined.’”,tech,“அனைத்து கோவிட்-19 தடுப்பூசிகளையும் திரும்பப் பெற பில் கேட்ஸ் அழைப்பு விடுக்கிறார்; ‘தடுப்பூசிகள் யாரும் கற்பனை செய்வதை விட மிகவும் ஆபத்தானவை., Bloggers ," stated on August 31, 2021 in a blog post: ",1
1687,"Following Hurricane Ida, animals from Turtle Back Zoo in New Jersey are “fleeing the premises.”",tech,"ஐடா சூறாவளியைத் தொடர்ந்து, நியூ ஜெர்சியில் உள்ள டர்டில் பேக் உயிரியல் பூங்காவில் இருந்து விலங்குகள் ""வளாகத்தை விட்டு வெளியேறுகின்றன.""", Facebook posts ," stated on September 1, 2021 in a Facebook post: ",1
1688,"Walmart is “kidnapping kids” and selling them, and this can be proven by searching “girls shoes $5,000” on Walmart.com.",tech,"வால்மார்ட் ""குழந்தைகளை கடத்துகிறது"" மற்றும் அவர்களை விற்கிறது, மேலும் இது Walmart.com இல் ""பெண்கள் காலணிகள் $5,000"" என்று தேடுவதன் மூலம் நிரூபிக்க முடியும்.", Facebook posts ," stated on August 23, 2021 in a Facebook post: ",1
1689,"""The Biden White House had no representative"" who came to honor the return of the 13 service members' remains at Dover Air Force Base.",politics,"டோவர் விமானப்படை தளத்தில் 13 சேவை உறுப்பினர்களின் எச்சங்களைத் திரும்பப் பெற்றதைக் கௌரவிக்க வந்த ""பிடென் வெள்ளை மாளிகைக்கு எந்தப் பிரதிநிதியும் இல்லை"".", Instagram posts ," stated on August 29, 2021 in an Instagram post: ",1
1690,The bomb threat near the U.S. Capitol on Aug. 19 was a false flag.,miscellaneous,ஆகஸ்ட் 19 அன்று அமெரிக்க கேபிடல் அருகே வெடிகுண்டு மிரட்டல் ஒரு தவறான கொடி., Tweets ," stated on August 19, 2021 in in tweets: ",1
1691,"""A Milwaukee election employee even acknowledged dropping off just the margin of ballots needed for a Biden win at 3 a.m.""",politics,"""ஒரு மில்வாக்கி தேர்தல் ஊழியர் அதிகாலை 3 மணிக்கு பிடனின் வெற்றிக்கு தேவையான வாக்குகளின் விளிம்புகளை கைவிட்டதை ஒப்புக்கொண்டார்.""", Donald Trump ," stated on August 12, 2021 in Email statement: ",1
1692,Joe Biden intentionally “let it fall apart” in Afghanistan because he “wants a couple hundred thousand more Ilhan Omars to come into America to change the body politic permanently.”,politics,"ஜோ பிடன் ஆப்கானிஸ்தானில் வேண்டுமென்றே ""அது உடைந்து போகட்டும்"" ஏனெனில் அவர் ""அரசியலை நிரந்தரமாக மாற்ற அமெரிக்காவிற்கு இன்னும் இரண்டு இலட்சம் இல்ஹான் ஓமர்கள் வர வேண்டும்"" என்று விரும்புகிறார்.", Charlie Kirk ," stated on August 16, 2021 in a radio show segment: ",1
1693,"The chaos at the Kabul airport as the Taliban took over Afghanistan's capital was a ""false flag event to provoke WW3.""",miscellaneous,"தலிபான்கள் ஆப்கானிஸ்தானின் தலைநகரைக் கைப்பற்றியதால் காபூல் விமான நிலையத்தில் ஏற்பட்ட குழப்பம் ""WW3 ஐத் தூண்டும் ஒரு தவறான கொடி நிகழ்வு"".", Instagram posts ," stated on August 17, 2021 in an Instagram post: ",1
1694,"Says of UW-Madison, ""It costs the university $50k (your tax dollars) to remove"" a rock considered by some to be a symbol of racism.",miscellaneous,"UW-மேடிசன் கூறுகிறார், ""பல்கலைக்கழகத்திற்கு $50k (உங்கள் வரி டாலர்கள்) செலவழித்தது"" என்று சிலர் இனவெறியின் அடையாளமாகக் கருதுகின்றனர்.", Rachel Campos-Duffy ," stated on August 7, 2021 in Twitter: ",1
1695,"""Rand Paul's medical license was just revoked!""",miscellaneous,"""ராண்ட் பாலின் மருத்துவ உரிமம் இப்போதுதான் ரத்து செய்யப்பட்டது!""", Facebook posts ," stated on August 11, 2021 in a Facebook post: ",1
1696,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",tech,"ஜெனரல் டேவிட் ஹெச். பெர்கர் கூறுகிறார், ""எனது கடற்படையினருக்கு கட்டாய தடுப்பூசிகள் இல்லை.""", Facebook posts ," stated on August 10, 2021 in a Facebook post: ",1
1697,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,tech,"COVID-19 நோய்த்தொற்றுகளின் அதிகரிப்பு COVID-19 தடுப்பூசிகளின் ""ஆன்டிபாடி மத்தியஸ்த வைரஸ் விரிவாக்கத்தால்"" ஏற்படுகிறது என்று கூறுகிறார்.", Dan Stock ," stated on August 9, 2021 in a viral image: ",1
1698,Says D.C. Police officer Michael Fanone is the same person who was arrested after carrying a Confederate flag through the U.S. Capitol on Jan. 6.,politics,"டி.சி. போலீஸ் அதிகாரி மைக்கேல் ஃபனோன், ஜனவரி 6 அன்று அமெரிக்க கேபிட்டல் வழியாக கூட்டமைப்புக் கொடியை ஏந்திய பின்னர் கைது செய்யப்பட்ட அதே நபர் என்று கூறுகிறார்.", Instagram posts ," stated on July 28, 2021 in Instagram and Facebook posts: ",1
1699,The opening ceremony of the 2012 London Olympics predicted the COVID-19 pandemic.,tech,2012 லண்டன் ஒலிம்பிக்கின் தொடக்க விழா கோவிட்-19 தொற்றுநோயை முன்னறிவித்தது., Facebook posts ," stated on July 25, 2021 in a Facebook post: ",1
1700,“U.S. military holding White House for Trump's return.”,politics,"""எங்களுக்கு. டிரம்ப் திரும்புவதற்காக வெள்ளை மாளிகையை ராணுவம் பிடித்து வைத்துள்ளது.", Facebook posts ," stated on July 29, 2021 in a Facebook post: ",1
1701,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will 'not play another down in the NFL' until the team changes their name.""",politics,"""கன்சாஸ் நகரத் தலைவர்கள் கியூபி பேட்ரிக் மஹோம்ஸ் பயிற்சி முகாமை விட்டு வெளியேறி, அணி தங்கள் பெயரை மாற்றும் வரை 'என்எப்எல்லில் இன்னொருவரை விளையாட மாட்டேன்' என்று கூறுகிறார்.""", Facebook posts ," stated on July 25, 2021 in a Facebook post: ",1
1702,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It's a blatant lie.”,tech,"""புளோரிடா"" கோவிட்-19 ""எண்கள் அதிகமாகிவிட்டன என்ற மிகைப்படுத்தலை நம்ப வேண்டாம். இது அப்பட்டமான பொய்.""", Erin Marie Olszewski ," stated on July 25, 2021 in a Facebook post: ",1
1703,"""Ambassador Susan Rice Tribunal, Gavin Newsom Indicted.""",politics,"""தூதர் சூசன் ரைஸ் தீர்ப்பாயம், கவின் நியூசோம் குற்றஞ்சாட்டினார்.""", Facebook posts ," stated on July 22, 2021 in a Facebook post: ",1
1704,"""Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school""",politics,"""கத்தோலிக்கரால் நடத்தப்படும் கம்லூப்ஸ் குடியிருப்புப் பள்ளியில் இருந்து 10 பூர்வீகக் குழந்தைகள் காணாமல் போன வழக்கில் ராணி எலிசபெத் மற்றும் அவரது கணவர் இளவரசர் பிலிப் குற்றவாளிகள்""", Facebook posts ," stated on July 20, 2021 in a Facebook post: ",1
1705,"""Income taxes are voluntary.""",miscellaneous,"""வருமான வரிகள் தன்னார்வமானது.""", Facebook posts ," stated on July 20, 2021 in a Facebook post: ",1
1706,"""Seventy four thousand... That's how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.""",miscellaneous,"""எழுபத்தி நான்காயிரம்... சமீபத்தில் அரிசோனாவில் எத்தனை மெயில்-இன் வாக்குச்சீட்டுகள் கண்டுபிடிக்கப்பட்டன, அவை அனுப்பப்பட்டதற்கான தெளிவான பதிவு இல்லை.""", Texas GOP ," stated on July 20, 2021 in a fundraiser: ",1
1707,"""45,000 confirmed dead from the COVID-19 shots within three days... and they've covered it up.""",tech,"""மூன்று நாட்களுக்குள் 45,000 பேர் COVID-19 ஷாட்களால் இறந்துவிட்டதாக உறுதிப்படுத்தினர் ... அவர்கள் அதை மூடிமறைத்தனர்.""", Instagram posts ," stated on July 20, 2021 in a post: ",1
1708,"""Americans not vaccinated before 2022 will be put in camps""",tech,"""2022க்கு முன் தடுப்பூசி போடாத அமெரிக்கர்கள் முகாம்களில் வைக்கப்படுவார்கள்""", Instagram posts ," stated on July 20, 2021 in Instagram: ",1
1709,"""Biden concedes 6 million votes.""",politics,"""பிடன் 6 மில்லியன் வாக்குகளை ஒப்புக்கொண்டார்.""", Facebook posts ," stated on July 15, 2021 in a Facebook post: ",1
1710,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",miscellaneous,"ஒலிம்பிக் கிராமத்தில் ""ஒலிம்பியன்கள் உடலுறவு கொள்வதைத் தடுக்க, அதனால் பரவும் அபாயம் (COVID-19)"" அட்டைப் படுக்கைகள் உள்ளன.", Tweets ," stated on July 17, 2021 in a tweet: ",1
1711,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",politics,"சமீபத்திய மசோதா நிறைவேற்றப்பட்டது என்றும், “ஜூலை 30, 2021 இல் $2500க்கான மற்றொரு ஊக்கச் சோதனையைப் பெறுகிறோம்” என்றும் போஸ்ட் கூறுகிறது", Facebook posts ," stated on July 15, 2021 in Facebook: ",1
1712,“In 2020 we won (Wisconsin).”,politics,"""2020 இல் நாங்கள் வென்றோம் (விஸ்கான்சின்).""", Donald Trump ," stated on June 26, 2021 in Statement: ",1
1713,Says Republican leaders “are working hard to cover up election corruption in Wisconsin.”,politics,"குடியரசுக் கட்சித் தலைவர்கள் ""விஸ்கான்சினில் தேர்தல் ஊழலை மறைக்க கடுமையாக உழைக்கிறார்கள்"" என்கிறார்.", Donald Trump ," stated on June 25, 2021 in Statement: ",1
1714,A video shows an animal chip scanner detecting a microchip where a woman was vaccinated.,miscellaneous,ஒரு பெண்ணுக்கு தடுப்பூசி போடப்பட்ட மைக்ரோசிப்பை விலங்கு சிப் ஸ்கேனர் கண்டறிவதை வீடியோ காட்டுகிறது., Instagram posts ," stated on June 26, 2021 in an Instagram post: ",1
1715,“Muslim BTS fan accidentally plays the song 'Dynamite' instead of Azaan on loudspeakers at 4am; gets arrested.”,miscellaneous,"“முஸ்லீம் BTS ரசிகர் தற்செயலாக ஆசானுக்குப் பதிலாக 'டைனமைட்' பாடலை ஒலிபெருக்கிகளில் அதிகாலை 4 மணிக்கு ஒலிக்கிறார்; கைது செய்யப்படுவார்.""", Instagram posts ," stated on June 29, 2021 in an Instagram post: ",1
1716,Says Nancy Pelosi “said Trump is the BEST PRESIDENT ever” and “holds new election” for him,politics,"நான்சி பெலோசி ""டிரம்ப் எப்போதும் சிறந்த ஜனாதிபதி என்று கூறினார்"" மற்றும் அவருக்கு ""புதிய தேர்தலை நடத்துகிறார்"" என்று கூறுகிறார்", Facebook posts ," stated on June 26, 2021 in a Facebook post: ",1
1717,"""Facts have now come out to show conclusively"" that the 2020 presidential election was not legitimate.",politics,2020 ஜனாதிபதித் தேர்தல் முறையானது அல்ல என்பதை உறுதியாகக் காட்ட உண்மைகள் இப்போது வெளிவந்துள்ளன., Donald Trump ," stated on June 27, 2021 in a statement: ",1
1718,"""Prairie State power plant is the cleanest coal-fired power plant in the nation.""",tech,"""பிரேரி ஸ்டேட் மின் உற்பத்தி நிலையம் நாட்டிலேயே தூய்மையான நிலக்கரி மூலம் இயங்கும் மின் உற்பத்தி நிலையமாகும்.""", Rodney Davis ," stated on June 21, 2021 in a press release: ",1
1719,"The intent behind the bill recognizing Juneteenth as a federal holiday ""is to replace the Fourth of July.""",politics,"ஜுன்டீன்த்                                          *வையை  ஜூன்டீன்    ""ஜூலை நான்காம் தேதியை மாற்றுவதாகும்.""", Matthew Rosendale ," stated on June 16, 2021 in a tweet: ",1
1720,"""Maxine Waters just introduced a bill to re-name Memorial Day — George Floyd Day.""",politics,"""மாக்சின் வாட்டர்ஸ் நினைவு நாள் - ஜார்ஜ் ஃபிலாய்ட் தினம் என்று மறுபெயரிட ஒரு மசோதாவை அறிமுகப்படுத்தினார்.""", Facebook posts ," stated on May 26, 2021 in a Facebook post: ",1
1721,"""Our legal president, President Trump, has signed a cease and desist order for the COVID vaccines.""",politics,"""எங்கள் சட்டப்பூர்வ ஜனாதிபதி, ஜனாதிபதி டிரம்ப், கோவிட் தடுப்பூசிகளுக்கான நிறுத்தம் மற்றும் விலகல் உத்தரவில் கையெழுத்திட்டுள்ளார்.""", TikTok posts ," stated on June 5, 2021 in a TikTok post: ",1
1722,"Georgia did not update its voter rolls prior to the 2020 presidential election; ""This means we (you!) won the presidential election in Georgia.""",politics,"2020 ஜனாதிபதித் தேர்தலுக்கு முன்னதாக ஜார்ஜியா தனது வாக்காளர் பட்டியலைப் புதுப்பிக்கவில்லை; ""ஜார்ஜியாவில் நடந்த ஜனாதிபதித் தேர்தலில் நாங்கள் (நீங்கள்!) வெற்றி பெற்றோம் என்று அர்த்தம்.""", Donald Trump ," stated on June 22, 2021 in a statement: ",1
1723,"""Military Arrests Adam Schiff.""",miscellaneous,"""இராணுவம் ஆடம் ஷிப்பைக் கைது செய்கிறது.""", Bloggers ," stated on June 1, 2021 in a blog post: ",1
1724,"Says Greta Thunberg said, ""the climate crisis doesn't exist.""",tech,"""காலநிலை நெருக்கடி இல்லை"" என்று கிரேட்டா துன்பெர்க் கூறுகிறார்.", Instagram posts ," stated on June 21, 2021 in an Instagram post: ",1
1725,"""I inherited the largest budget deficit in the history of the state from the Republicans.""",politics,"""நான் குடியரசுக் கட்சியினரிடமிருந்து மாநில வரலாற்றில் மிகப்பெரிய பட்ஜெட் பற்றாக்குறையைப் பெற்றேன்.""", Terry McAuliffe ," stated on June 10, 2021 in a tweet.: ",1
1726,"""Biden gets brutal impeachment.""",politics,"""பிடென் மிருகத்தனமான குற்றச்சாட்டு பெறுகிறார்.""", Facebook posts ," stated on June 7, 2021 in a Facebook post: ",1
1727,"Says Donald Trump signed the Insurrection Act and ""still is president.""",politics,"டொனால்ட் டிரம்ப் கிளர்ச்சிச் சட்டத்தில் கையெழுத்திட்டார் மற்றும் ""இன்னும் ஜனாதிபதி"" என்று கூறுகிறார்.", Facebook posts ," stated on May 27, 2021 in a Facebook post: ",1
1728,Video shows the Jan. 6 The Capitol riot was a “completely peaceful protest.”,politics,"ஜனவரி 6 கேபிடல் கலவரம் ""முற்றிலும் அமைதியான போராட்டம்"" என்று வீடியோ காட்டுகிறது.", Bloggers ," stated on June 1, 2021 in a blog post: ",1
1729,Says a photo shows Michelle Obama as a man prior to marrying Barack Obama.,politics,பராக் ஒபாமாவை திருமணம் செய்வதற்கு முன்பு மிச்செல் ஒபாமாவை ஒரு ஆணாகக் காட்டுவதாக ஒரு புகைப்படம் கூறுகிறது., Instagram posts ," stated on May 27, 2021 in an Instagram post: ",1
1730,"People with the COVID-19 vaccine are being ""tracked in real time via 5G cellular, and all that data can be hacked into to track you.""",tech,"COVID-19 தடுப்பூசி உள்ளவர்கள் ""5G செல்லுலார் வழியாக நிகழ்நேரத்தில் கண்காணிக்கப்படுகிறார்கள், மேலும் அந்தத் தரவு அனைத்தையும் ஹேக் செய்து உங்களைக் கண்காணிக்க முடியும்.""", Hal Turner Radio Show ," stated on May 20, 2021 in a blog post: ",1
1731,"Says BLM activist Sasha Johnson tweeted, “The white man will not be our equal but our slave.”",politics,"BLM ஆர்வலர் சாஷா ஜான்சன் ட்வீட் செய்துள்ளார், ""வெள்ளை மனிதன் நமக்கு சமமாக இருக்க மாட்டான், ஆனால் நம் அடிமை.""", Facebook posts ," stated on August 2, 2020 in Facebook and Twitter posts: ",1
1732,“Boom! Georgia 1st to decertify election.”,politics,“பூம்! ஜார்ஜியா 1வது தேர்தலை சீர்குலைக்கும்., Facebook posts ," stated on May 25, 2021 in a Facebook post: ",1
1733,"""Biden agrees to Pelosi's request to resign.""",politics,"""ராஜினாமா செய்வதற்கான பெலோசியின் கோரிக்கையை பிடன் ஒப்புக்கொள்கிறார்.""", Facebook posts ," stated on May 25, 2021 in a Facebook post: ",1
1734,Arizona ballots were shredded and burned in a chicken farm fire.,tech,அரிசோனா வாக்குச்சீட்டுகள் கோழி பண்ணை தீயில் துண்டாக்கப்பட்டு எரிக்கப்பட்டன., Instagram posts ," stated on May 20, 2021 in an Instagram post: ",1
1735,"Says Anthony Fauci's wife has ""a secret plan to put psych drugs in drinking water"" to get people vaccinated.",tech,"அந்தோனி ஃபாசியின் மனைவி மக்களுக்கு தடுப்பூசி போடுவதற்கு ""மனநல மருந்துகளை குடிநீரில் போடுவதற்கான ரகசிய திட்டம்"" இருப்பதாக கூறுகிறார்.", Instagram posts ," stated on May 23, 2021 in an Instagram post: ",1
1736,"“Since removing the mask mandate two months ago, Texas has not reported a single COVID death. Not one.""",tech,"""இரண்டு மாதங்களுக்கு முன்பு முகமூடி ஆணையை அகற்றியதில் இருந்து, டெக்சாஸ் ஒரு கோவிட் மரணத்தைப் புகாரளிக்கவில்லை. ஒன்றல்ல.""", Lauren Boebert ," stated on May 19, 2021 in an interview: ",1
1737,Photos show Joe Biden did not drive himself during an electric vehicle test drive.,politics,மின்சார வாகன சோதனை ஓட்டத்தின் போது ஜோ பிடன் தானே ஓட்டவில்லை என்பதை புகைப்படங்கள் காட்டுகின்றன., Facebook posts ," stated on May 19, 2021 in a Facebook post: ",1
1738,"The Biden White House has ""no one there. They don't travel. They don't go down to the border. They don't go overseas.""",politics,"பிடென் வெள்ளை மாளிகையில் ""அங்கு யாரும் இல்லை. அவர்கள் பயணம் செய்வதில்லை. அவர்கள் எல்லையில் இறங்க மாட்டார்கள். அவர்கள் வெளிநாடுகளுக்குச் செல்வதில்லை.""", Eric Trump ," stated on May 18, 2021 in a Fox News appearance: ",1
1739,"Wearing face masks may cause ""pulmonary fibrosis"" and other health risks in children.",tech,"முகமூடிகளை அணிவது குழந்தைகளில் ""நுரையீரல் ஃபைப்ரோஸிஸ்"" மற்றும் பிற உடல்நல அபாயங்களை ஏற்படுத்தக்கூடும்.", Facebook posts ," stated on May 5, 2021 in a Facebook post: ",1
1740,“Biden is computer generated.”,politics,"""Biden ஒரு கணினி உருவாக்கப்பட்டது.""", Facebook posts ," stated on May 19, 2021 in a Facebook post: ",1
1741,“Video shows U.S. Capitol Police gave protesters OK to enter.”,miscellaneous,"""அமெரிக்க கேபிடல் போலீஸ் எதிர்ப்பாளர்களை உள்ளே நுழைய அனுமதித்ததை வீடியோ காட்டுகிறது.""", Facebook posts ," stated on May 16, 2021 in a Facebook post: ",1
1742,"""I don't think anybody is questioning the legitimacy of the presidential election.""",politics,"""ஜனாதிபதி தேர்தலின் சட்டபூர்வமான தன்மையை யாரும் கேள்வி கேட்கவில்லை என்று நான் நினைக்கிறேன்.""", Kevin McCarthy ," stated on May 12, 2021 in a statement to reporters: ",1
1743,The voting rights bill “would register millions of illegal aliens to vote. It is intended to do that.”,politics,வாக்களிக்கும் உரிமை மசோதா “மில்லியன் கணக்கான சட்டவிரோத வெளிநாட்டினரை வாக்களிக்க பதிவு செய்யும். அதை செய்ய உத்தேசித்துள்ளது” என்றார்., Ted Cruz ," stated on May 11, 2021 in a meeting: ",1
1744,"“Watching the TV footage of those who entered the Capitol. … If you didn't know the TV footage was from Jan. 6, you would actually think it was a normal tourist visit.”",miscellaneous,"“கேபிட்டலுக்குள் நுழைந்தவர்களின் டிவி காட்சிகளைப் பார்க்கிறேன். … தொலைக்காட்சிக் காட்சிகள் ஜனவரி 6 ஆம் தேதியன்று என்று உங்களுக்குத் தெரியாவிட்டால், இது ஒரு சாதாரண சுற்றுலாப் பயணம் என்று நீங்கள் நினைக்கலாம்.", Andrew Clyde ," stated on May 12, 2021 in a House hearing: ",1
1745,"Says Chelsea Clinton tweeted, ""If Jesus were alive today he'd be working at Planned Parenthood.""",miscellaneous,"செல்சியா கிளிண்டன் ட்வீட் செய்துள்ளார், ""இன்று இயேசு உயிருடன் இருந்திருந்தால் அவர் திட்டமிடப்பட்ட பெற்றோரில் பணிபுரிந்திருப்பார்.""", Facebook posts ," stated on May 7, 2021 in a Facebook post: ",1
1746,"An ongoing audit of the 2020 presidential election in Arizona “showed Trump ahead by 250,000” votes, and “nearly 950,000 ballots are declared illegal, nearly all for Biden.”",politics,"அரிசோனாவில் 2020 ஜனாதிபதித் தேர்தலின் தற்போதைய தணிக்கை ""டிரம்பை 250,000"" வாக்குகளால் முன்னிலைப்படுத்தியது, மேலும் ""கிட்டத்தட்ட 950,000 வாக்குகள் சட்டவிரோதமாக அறிவிக்கப்பட்டுள்ளன, கிட்டத்தட்ட அனைத்தும் பிடனுக்கு.""", Facebook posts ," stated on May 5, 2021 in a Facebook post: ",1
1747,A spy plane was circling the building of the Arizona election audit.,politics,அரிசோனா தேர்தல் தணிக்கையின் கட்டிடத்தை உளவு விமானம் சுற்றிக் கொண்டிருந்தது., Bloggers ," stated on May 3, 2021 in a Facebook post: ",1
1748,"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, ""If I wanted to see a horse's ass I would of come in second.""",politics,"கென்டக்கி டெர்பி ஜாக்கி ஜான் வெலாஸ்குவெஸ் வெள்ளை மாளிகைக்கான அழைப்பை நிராகரித்து, ""நான் ஒரு குதிரையின் கழுதையைப் பார்க்க விரும்பினால் நான் இரண்டாவது இடத்தில் வருவேன்"" என்று கூறினார்.", Facebook posts ," stated on May 2, 2021 in a Facebook post: ",1
1749,"Social media posts stated: “Remember Kamala telling Joe during the debate, 'You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”",politics,"சமூக ஊடக பதிவுகள் கூறியது: “விவாதத்தின் போது கமலா ஜோவிடம், ‘சீனர்கள் என்ன சொன்னாலும் நீங்கள் செய்வீர்கள்! அவர்கள் உங்கள் மகனுக்கு ஒரு பில்லியன் டாலர்களைக் கொடுத்தார்கள்.", Facebook posts ," stated on April 24, 2021 in a Facebook post: ",1
1750,“Anyone remember Kamala telling Joe during the debate: ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”,politics,விவாதத்தின் போது கமலா ஜோவிடம் கூறியது யாருக்கும் நினைவிருக்கிறது: 'சீனர்கள் என்ன சொன்னாலும் நீங்கள் செய்வீர்கள்! அவர்கள் உங்கள் மகனுக்கு ஒரு பில்லியன் டாலர்களைக் கொடுத்தார்கள்., Facebook posts ," stated on April 24, 2021 in a Facebook post: ",1
1751,"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",miscellaneous,தாராளவாதிகள் லாசக்னாவை ஒழிக்க விரும்புவதாக சென். ஜோனி எர்ன்ஸ்டின் காட்சி உதவி கூறியது., Tweets ," stated on April 28, 2021 in posts on social media: ",1
1752,"Says Joe Biden is ""going to control how much meat you can eat.""",politics,"ஜோ பிடன் ""நீங்கள் எவ்வளவு இறைச்சி சாப்பிடலாம் என்பதை கட்டுப்படுத்தப் போகிறீர்கள்"" என்று கூறுகிறார்.", Kevin McCarthy ," stated on April 28, 2021 in a Fox News appearance: ",1
1753,A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,politics,"ஒரு லிபரல் கட்சி அரசியல்வாதியிடமிருந்து கசிந்த மின்னஞ்சல் கனேடிய அரசாங்கத்தின் பொருளாதாரத்தை ""மீட்டமைக்க"" மற்றும் தனியார் சொத்துக்களை கைப்பற்றும் திட்டத்தை காட்டுகிறது.", Facebook posts ," stated on October 14, 2020 in Facebook posts: ",1
1754,"A McDonald's restaurant in Elkton, Md., was permanently closed ""due to a sex trafficking investigation.""",miscellaneous,"எல்க்டனில் உள்ள ஒரு மெக்டொனால்டு உணவகம், Md., ""பாலியல் கடத்தல் விசாரணையின் காரணமாக"" நிரந்தரமாக மூடப்பட்டது.", Facebook posts ," stated on April 26, 2021 in a Facebook post: ",1
1755,“Hillary Clinton hanged at GITMO.”,politics,"""ஹிலாரி கிளிண்டன் GITMO இல் தூக்கிலிடப்பட்டார்.""", Bloggers ," stated on April 26, 2021 in a blog post: ",1
1756,"""Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.""",tech,"""பிடனின் காலநிலை தேவைகள்"" ""90% சிவப்பு இறைச்சியை உணவில் இருந்து குறைக்கும்"" மற்றும் ""ஒரு வருடத்திற்கு அதிகபட்சம் 4 பவுண்டுகள்"" மற்றும் ""மாதத்திற்கு ஒரு பர்கர்"".", Fox News Channel ," stated on April 23, 2021 in a TV graphic: ",1
1757,"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",politics,"கிம் ஜாங் உன் ஜோ பிடனை ஒரு ""குண்டர்"", ""கோழை"" மற்றும் ""மனநிலை நிலையற்றவர்"" என்று அழைப்பதை வீடியோ காட்டுகிறது.", TikTok posts ," stated on March 7, 2021 in a TikTok post: ",1
1758,Video shows Donald Trump returning to Washington “in a blaze of glory on Air Force 1.”,politics,"டொனால்ட் டிரம்ப் வாஷிங்டனுக்கு ""விமானப்படை 1 இல் மகிமையின் ஒளியில்"" திரும்புவதை வீடியோ காட்டுகிறது.", Facebook posts ," stated on April 21, 2021 in a Facebook post: ",1
1759,"""Pope Francis is dead.""",politics,"""போப் பிரான்சிஸ் இறந்துவிட்டார்.""", Facebook posts ," stated on April 20, 2021 in a Facebook post: ",1
